老师编号,老师工号,老师姓名,常带课程,可带课程
1361,T0361,鞠镇敬,推拿临床治疗学,经络学；刺灸学；针灸临床治疗学
1362,T0362,应菁娜,食品添加剂,代数学；国际贸易B；分析力学
1363,T0363,郝功元,核动力装置,流体力学；采油工程；油田化学
1364,T0364,查娣霞,生理学A,乐理学C；工程地质学
1365,T0365,养飘洁,工程力学B,口腔内科学；中小学教学法
1366,T0366,顾凡燕,空气动力学,计算机基础；分析学；数学史
1367,T0367,乌珠素,建筑材料,工程地质学；教育哲学
1368,T0368,蒙筠娟,人体解剖学A,农学B；生物化学；国际贸易B
1369,T0369,支巧珍,中国哲学史；西方哲学史,中外哲学原著导读；采油工程；油田化学
1370,T0370,贝欣勤,生物海洋学,护理学基础B；计算机网络系统；钢结构
1371,T0371,罗江言,大地测量学基础；地球物理大地测量学,空间测理论与技术
1372,T0372,符慧珠,中医诊断学,会计学A；电子技术基础；乐理学C
1373,T0373,舒环秋,有机化学,材料科学基础；采油工程；油田化学
1374,T0374,居磊鹏,程序设计基础,国际金融；汉语言文学B；古代汉语
1375,T0375,蔡裕维,地球物理大地测量学,计算机原理及应用；乐理学C
1376,T0376,赵菁云,弹性力学,地球物理及勘探方法
1377,T0377,靳立蒙,交通运输企业管理,普通物理学；建筑与城市摄影；口腔解剖生理学
1378,T0378,屠羽枝,交响乐欣赏,建筑设计A；隐身技术；外贸英语A
1379,T0379,隆洲全,交通运输企业管理,农学B；内科护理学；管理数学
1380,T0380,储辰齐,推拿临床治疗学,经络学；刺灸学；针灸临床治疗学
1381,T0381,昝竹馥,海洋科学导论；生物海洋学,海洋地质学；海洋调查与观测技术
1382,T0382,牛钦科,安全防范工程,治安系；交通管理工程；岩体力学
1383,T0383,钟为哲,国际金融,逻辑学；离散数学；岩体力学
1384,T0384,林宏士,艺术考古学,代数学；推拿临床治疗学；岩体力学
1385,T0385,经明泓,混凝土结构,面向对象程序设计；国际营销学
1386,T0386,双英融,断裂力学,热力学与统计物理；流体力学；空气动力学
1387,T0387,雍弘晓,建筑材料,混凝土结构；钢结构；岩体力学
1388,T0388,牛亿瑜,钢结构,代数学；几何代数；岩体力学
1389,T0389,韶保辰,高等数学A；高等数学B；线性代数,离散数学；概率论；岩体力学
1390,T0390,戴宪璟,伦理学,面向对象程序设计；建筑设计B1；中国近代史
1391,T0391,金筠瑶,工程力学；岩土力学,地基与基础；工程制图
1392,T0392,薛杰棠,信号与系统分析,大学物理C；新闻学；国际贸易A
1393,T0393,米悦媛,有机化学,材料科学基础；采矿学；采矿机械
1394,T0394,薄瑾茜,森林生态学,外科护理学；建筑史工业
1395,T0395,罗静淑,种子科学与工程,数学史；分析学；代数学
1396,T0396,党妍娥,面向对象程序设计,实验力学；建筑设计B1；数学分析
1397,T0397,满环璐,国际贸易A；国际贸易B;对外贸易概论,国际商务谈判；国际营销学；国际商务案例
1398,T0398,莘怡园,蜂学,电气控制与PLC技术；外贸英语函电；电力电子技术
1399,T0399,扈齐志,大学计算机基础,面向对象程序设计；刑事诉讼法；工程力学A1
1400,T0400,储林舜,空气动力学,普通物理学；代数学；数学史
1401,T0401,贾之克,刑事诉讼法,行政管理；妇产科护理学
1402,T0402,苗登朗,有机化学,跆拳道；理论力学；会计学A
1403,T0403,汲柔红,外国教育史,中国诗词文化；数控加工技术；建筑与城市摄影
1404,T0404,吉云菊,海洋科学导论；生物海洋学,海洋地质学；海洋调查与观测技术
1405,T0405,红毓岚,会计学A,反应堆工程管理；电子技术基础
1406,T0406,贺蕊蓉,大学生物A,国际商务谈判；财政学
1407,T0407,伊淑霞,生物化学与分子生物学,森林植物学；伦理学
1408,T0408,缪若庭,地质学B1,计算机网络系统；汉语言文学B；地质学B1
1409,T0409,和顺聪,森林昆虫学,法理学；口腔解剖生理学；全球动力力学
1410,T0410,霍荷媛,工程力学A1,工程力学B；量子力学
1411,T0411,秦琰苑,工程水文学,工程制图；外国教育史；民事诉讼法
1412,T0412,利昭凡,微观经济学,宏观经济学；人口经济学
1413,T0413,白廷若,人体解剖学C,人体解剖学A；量子力学
1414,T0414,禄寒 ,中医学基础A；中医学基础B；现代医学基础,中医古典医籍；代数学
1415,T0415,屈可雁,植物生理学,工程热力学；森林生态学；健康评估
1416,T0416,虞姣霭,理论力学；弹性力学,量子力学；热力学与统计物理
1417,T0417,柏洁继,乐理学C,电子技术基础；德育原理；森林生态学
1418,T0418,周励壮,伦理学；宗教学,逻辑学；热力学与统计物理
1419,T0419,巴士裕,健康评估,交通港站与枢纽；形式与政策
1420,T0420,晁迎裕,制丝学,纺纱学；机织学；针织学
1421,T0421,金贤先,国际贸易务实,中国法制史；内科护理学
1422,T0422,刁琴馨,细胞生物学,人体解剖学B；中药学
1423,T0423,俞营登,电工电子技术,物理化学；数控加工技术；有机化学B
1424,T0424,鞠钦新,现代医学基础,植物生理学；逻辑学；国际商务案例
1425,T0425,邵宁滢,大学计算机基础,地质学B1；WTO规则；对外贸易概论
1426,T0426,雍慧悦,智能建筑概论,公共事业管理；矿床学；生理学B1
1427,T0427,惠颜诚,操作系统,编译技术；数据结构
1428,T0428,江枫霄,操作系统,编译技术；数据结构
1429,T0429,孟献榕,运筹学,艺术考古学；中国法制史；建筑与城市摄影
1430,T0430,沙琴兰,内科护理学,工程力学A1；食品添加剂；食品营养与卫生
1431,T0431,盛厚保,建筑设计B2,商法；工程水文学
1432,T0432,厍德儒,治安系,人体解剖学C；传播学；农学B
1433,T0433,汲姬柔,大学物理B1,大学物理B2；热力学与统计物理
1434,T0434,祁映心,国际经济学,哲学概论；中国哲学史；物理化学
1435,T0435,戈福林,刺灸学,经络学；针灸临床治疗学
1436,T0436,仰鑫亨,中国近代史,中国古代史；中国语言文学；中国诗词欣赏
1437,T0437,夏纨琳,钢结构,食品营养与卫生；自动控制理论；中国法制史
1438,T0438,甄绍岩,植物科学与技术,植物保护；园艺
1439,T0439,高迅成,普通心理学,热力学与统计物理；可持续建筑
1440,T0440,封蕾彬,针灸临床治疗学,刺灸学；推拿临床治疗学
1441,T0441,居纨薇,中国教育史；教育通论,教学论；外国教育史
1442,T0442,顾雨康,会计学A；会计学B；会计学C,财政学；理论物理
1443,T0443,隆欣瑗,地基与基础,工程制图；钢结构
1444,T0444,钟昭可,口腔内科学,中小学教学法；艺术设计学；大气科学概论B2
1445,T0445,米士备,机械制图,计算机绘图
1446,T0446,毛姬月,国际贸易务实,交通运输法规；中国通史；大学化学
1447,T0447,甘姣卿,乐理学A2,乐理学A1；采矿学；采矿机械
1448,T0448,温晨晨,常微分方程,中外城市建筑史；食品工厂设计基础
1449,T0449,蓬辰尚,宏观经济学,微观经济学；人口经济学
1450,T0450,冉榕城,电机维修,空间测理论与技术；建筑设计；刑事诉讼法
1451,T0451,倪敬博,种子科学与工程,结晶矿物学；逻辑学；中医学基础B
1452,T0452,戚冬舜,建筑师业务基础,可持续建筑；采矿学；采矿机械
1453,T0453,应滢娅,生物化学,食品营养与卫生；新闻传播三大类
1454,T0454,荀明颜,儿童文学,岩体力学；采矿学；采矿机械
1455,T0455,鞠艺洁,现代控制理论,测试技术；电工与电子技术基础理论
1456,T0456,颜丽昭,园艺,编译技术；国际私法
1457,T0457,韩萍婉,理论力学,实验力学；理论物理；量子力学
1458,T0458,阎翔棠,史学导论,国际商务案例；天气学；对待贸易概论
1459,T0459,贲瑞荷,民事诉讼法,大气科学概论B1；建筑防灾；交通运输法规
1460,T0460,裴晓贞,农学A,天气学；财务管理
1461,T0461,倪彰章,交通运输设备,乐理学B1；国际金融；大学英语读写教程
1462,T0462,曹迎月,幼儿保健学,线性代数；地质学A；数学模型
1463,T0463,严枫锦,汉语言文学,传播学；采矿学；采矿机械
1464,T0464,韶艺纪,流体力学,几何学；岩土力学；量子力学
1465,T0465,相力璟,医学遗传学,新闻学；建筑师业务基础；幼儿保健学
1466,T0466,毛发策,地基与基础,工程制图；钢结构；矿井通风与安全
1467,T0467,卢兰怡,交通运输设备,交通运输技术管理；交通运输企业管理
1468,T0468,钟备臻,中外哲学原著导读,乐理学A1；天气学；矿井通风与安全
1469,T0469,索起学,中国古代史,交通运输法规；生态与可持续发展经济学
1470,T0470,辛英琴,物理化学,分析化学；分析学；矿井通风与安全
1471,T0471,强茜澜,交通管理工程,行政法与行政诉讼法；财务管理
1472,T0472,容景保,刑事科学技术,消防工程；普通物理学；矿井通风与安全
1473,T0473,封兴蕾,宪法,海洋调查与观测技术；岩石学
1474,T0474,宋真勤,针灸临床治疗学,刺灸学；推拿临床治疗学；矿井通风与安全
1475,T0475,钟振兴,工程力学A1;工程力学A2；工程力学B；工程热力学,机械设计基础；结构物理；矿井通风与安全
1476,T0476,扈纶昊,测试技术,生态建筑概论；人体解剖学；矿井通风与安全
1477,T0477,元雪丹,儿童文学,声乐；舞蹈；高分子化学及物理
1478,T0478,暨建龙,地球物理大地测量学,国际金融；外国艺术设计史；高分子化学及物理
1479,T0479,柯福飞,中医学基础A；中医学基础B；现代医学基础,中医古典医籍；高分子化学及物理
1480,T0480,雷固理,乐理学A1,森林生态学；动物科学；护理学基础B
1481,T0481,孟环淑,生理学A,生理学B1；热力学与统计物理
1482,T0482,蔚林恒,农牧业生产基础,生物学基础；热力学与统计物理
1483,T0483,易华欣,护理学基础A；护理学基础B,内科护理学；外科护理学
1484,T0484,邴启刚,地质学C,高等测量平差；理论力学；中医内科学
1485,T0485,诸春尚,地质学B1,商务英语；飞机维修；世界通史
1486,T0486,堵善先,医学遗传学,微生物学与免疫学；病理学
1487,T0487,伊亿韬,工程力学A1,工程力学B；量子力学；高分子化学及物理
1488,T0488,樊蕾河,纺织化学,建筑设计A；大学物理B1；高分子化学及物理
1489,T0489,聂材礼,高等数学A；高等数学B；线性代数,离散数学；概率论；高分子化学及物理
1490,T0490,籍廷蒙,农牧业生产基础,生物学基础；近代史；时装画
1491,T0491,郁融叶,教育通论,大学英语听说教程；交响乐欣赏；宪法
1492,T0492,梅茗珊,可持续建筑,航空宇航制造工程；中国古代史；临床医学
1493,T0493,松菁勤,运动控制,大学英语听说教程；口腔组织病理学；航空航天概论
1494,T0494,花纯冰,历史地理学,中国法制史；中级财政会计管理会计成本会计；中国工艺美术史
1495,T0495,满继鑫,幼儿保健学,航空宇航制造工程；中国艺术设计史；电工电子技术
1496,T0496,储雁贞,中国语言文学,哲学概论；大学英语；汉语言文学B
1497,T0497,莫纪力,会计学C,中国近代史；交通管理工程；时装画
1498,T0498,吕璧琼,国际贸易务实,口腔解剖生理学；口腔修复学；测试技术
1499,T0499,柯鸣星,宏观经济学,微观经济学；人口经济学
1500,T0500,霍先震,飞行器结构力学,机械设计基础；结构物理；理论物理
1501,T0501,咸学立,物理化学,分析化学；材料科学基础；分析学
1502,T0502,夔焘瑜,分析化学,口腔组织病理学；空气动力学；艺术考古学
1503,T0503,郗婵露,推拿临床治疗学,游泳；材料科学基础；马克思主义哲学原理
1504,T0504,宣凤馥,制丝学,纺纱学；机织学；针织学
1505,T0505,嵇翔鹏,海洋地质学,生物海洋学；海洋调查与观测技术
1506,T0506,相向可,工程力学A1,世界经济学；西方史学史；生理学B2
1507,T0507,翟枝桂,中国诗词文化,汉语言文学A；物理实验；感测技术
1508,T0508,俞艳菲,艺术设计基础,古建筑保护；大气科学概论；国际贸易运输与保险
1509,T0509,宓蔚誉,交响乐欣赏,数学模型；组织胚胎学；数学物理方法
1510,T0510,韶泓文,国际私法,德育原理；中医学基础A；数学物理方法
1511,T0511,房理洋,军事海洋学,中国断代史；教育学概论；数控加工技术
1512,T0512,裘莲芬,儿童文学,口腔组织病理学；数学模型；大学生物C
1513,T0513,强昊武,塑性力学,原子核物理；理论物理；量子力学
1514,T0514,沈高韵,地球物理及勘探方法,遥感技术；热力学与统计物理
1515,T0515,穆娥琳,流体力学,空气动力学；概率论与数理统计
1516,T0516,敖飘真,中国诗词文化,中国史；新闻学；毛泽东思想
1517,T0517,平伯风,大地测量学基础,复变函数；乐理学B2；商法
1518,T0518,孔素艺,电路原理,有机化学B；声乐；概率论与数理统计
1519,T0519,邹眉娥,运筹学,大学英语读写教程；生物力学
1520,T0520,红冰妍,大地测量学基础,史学导论；海洋科学导论
1521,T0521,马妍静,农学A,食品添加剂；艺术设计概论
1522,T0522,栾致功,会计学B,森林生态学；民法；概率论与数理统计
1523,T0523,关阳河,动物科学,纺织厂空气调节；马克思主义哲学原理；工程力学B
1524,T0524,易亚娜,塑性力学,流体力学；几何学；振动力学
1525,T0525,闵亚育,国际营销学,德育原理；中国古代史；概率论与数理统计
